date,neighborhood,center_name,attendance_count
2015-05-13,Greenfield,Magee Community Center,35
2015-05-13,Greenfield,Magee Community Center,33
2015-05-13,Greenfield,Magee Community Center,33
2015-05-13,Greenfield,Magee Community Center,78
2015-05-13,Greenfield,Magee Community Center,66
2015-05-12,Greenfield,Magee Community Center,47
2015-05-12,Greenfield,Magee Community Center,50
2015-05-12,Greenfield,Magee Community Center,39
2015-05-12,Greenfield,Magee Community Center,72
2015-05-12,Greenfield,Magee Community Center,36
2015-05-12,Greenfield,Magee Community Center,110
2015-05-12,Greenfield,Magee Community Center,89
2015-05-12,Greenfield,Magee Community Center,32
2015-05-12,Greenfield,Magee Community Center,38
2015-05-12,Greenfield,Magee Community Center,56
2015-05-11,Greenfield,Magee Community Center,59
2015-05-11,Greenfield,Magee Community Center,53
2015-05-11,Greenfield,Magee Community Center,86
2015-05-11,Greenfield,Magee Community Center,95
2015-05-11,Greenfield,Magee Community Center,180
2015-05-11,Greenfield,Magee Community Center,35
2015-05-11,Greenfield,Magee Community Center,47
2015-05-11,Greenfield,Magee Community Center,28
2015-05-11,Greenfield,Magee Community Center,97
2015-05-11,Greenfield,Magee Community Center,66
2015-05-09,Greenfield,Magee Community Center,2
2015-05-09,Greenfield,Magee Community Center,14
2015-05-09,Greenfield,Magee Community Center,33
2015-05-09,Greenfield,Magee Community Center,120
2015-05-09,Greenfield,Magee Community Center,97
2015-05-09,Greenfield,Magee Community Center,8
2015-05-09,Greenfield,Magee Community Center,37
2015-05-08,Greenfield,Magee Community Center,50
2015-05-08,Greenfield,Magee Community Center,41
2015-05-08,Greenfield,Magee Community Center,43
2015-05-08,Greenfield,Magee Community Center,110
2015-05-08,Greenfield,Magee Community Center,130
2015-05-08,Greenfield,Magee Community Center,41
2015-05-08,Greenfield,Magee Community Center,31
2015-05-08,Greenfield,Magee Community Center,32
2015-05-08,Greenfield,Magee Community Center,73
2015-05-08,Greenfield,Magee Community Center,189
2015-05-07,Greenfield,Magee Community Center,46
2015-05-07,Greenfield,Magee Community Center,123
2015-05-07,Greenfield,Magee Community Center,145
2015-05-07,Greenfield,Magee Community Center,86
2015-05-07,Greenfield,Magee Community Center,40
2015-05-07,Greenfield,Magee Community Center,100
2015-05-07,Greenfield,Magee Community Center,78
2015-05-07,Greenfield,Magee Community Center,22
2015-05-07,Greenfield,Magee Community Center,61
2015-05-07,Greenfield,Magee Community Center,56
2015-05-06,Greenfield,Magee Community Center,44
2015-05-06,Greenfield,Magee Community Center,68
2015-05-06,Greenfield,Magee Community Center,108
2015-05-06,Greenfield,Magee Community Center,101
2015-05-06,Greenfield,Magee Community Center,219
2015-05-06,Greenfield,Magee Community Center,39
2015-05-06,Greenfield,Magee Community Center,30
2015-05-06,Greenfield,Magee Community Center,26
2015-05-06,Greenfield,Magee Community Center,91
2015-05-06,Greenfield,Magee Community Center,63
2015-05-05,Greenfield,Magee Community Center,33
2015-05-05,Greenfield,Magee Community Center,67
2015-05-05,Greenfield,Magee Community Center,125
2015-05-05,Greenfield,Magee Community Center,85
2015-05-05,Greenfield,Magee Community Center,59
2015-05-05,Greenfield,Magee Community Center,98
2015-05-05,Greenfield,Magee Community Center,61
2015-05-05,Greenfield,Magee Community Center,37
2015-05-05,Greenfield,Magee Community Center,37
2015-05-05,Greenfield,Magee Community Center,96
2015-05-04,Greenfield,Magee Community Center,63
2015-05-04,Greenfield,Magee Community Center,57
2015-05-04,Greenfield,Magee Community Center,107
2015-05-04,Greenfield,Magee Community Center,134
2015-05-04,Greenfield,Magee Community Center,192
2015-05-04,Greenfield,Magee Community Center,33
2015-05-04,Greenfield,Magee Community Center,46
2015-05-04,Greenfield,Magee Community Center,27
2015-05-04,Greenfield,Magee Community Center,111
2015-05-04,Greenfield,Magee Community Center,58
2015-05-02,Greenfield,Magee Community Center,32
2015-05-02,Greenfield,Magee Community Center,224
2015-05-02,Greenfield,Magee Community Center,44
2015-05-02,Greenfield,Magee Community Center,25
2015-05-02,Greenfield,Magee Community Center,217
2015-05-01,Greenfield,Magee Community Center,41
2015-05-01,Greenfield,Magee Community Center,56
2015-05-01,Greenfield,Magee Community Center,193
2015-05-01,Greenfield,Magee Community Center,95
2015-05-01,Greenfield,Magee Community Center,120
2015-05-01,Greenfield,Magee Community Center,29
2015-05-01,Greenfield,Magee Community Center,29
2015-05-01,Greenfield,Magee Community Center,62
2015-05-01,Greenfield,Magee Community Center,285
2015-05-01,Greenfield,Magee Community Center,62
2015-05-01,Greenfield,Magee Community Center,1
2015-04-30,Greenfield,Magee Community Center,34
2015-04-30,Greenfield,Magee Community Center,40
2015-04-30,Greenfield,Magee Community Center,125
2015-04-30,Greenfield,Magee Community Center,93
2015-04-30,Greenfield,Magee Community Center,28
2015-04-30,Greenfield,Magee Community Center,115
2015-04-30,Greenfield,Magee Community Center,57
2015-04-30,Greenfield,Magee Community Center,27
2015-04-30,Greenfield,Magee Community Center,28
2015-04-30,Greenfield,Magee Community Center,84
2015-04-29,Greenfield,Magee Community Center,62
2015-04-29,Greenfield,Magee Community Center,35
2015-04-29,Greenfield,Magee Community Center,84
2015-04-29,Greenfield,Magee Community Center,166
2015-04-29,Greenfield,Magee Community Center,195
2015-04-29,Greenfield,Magee Community Center,42
2015-04-29,Greenfield,Magee Community Center,24
2015-04-29,Greenfield,Magee Community Center,41
2015-04-29,Greenfield,Magee Community Center,237
2015-04-29,Greenfield,Magee Community Center,59
2015-04-28,Greenfield,Magee Community Center,40
2015-04-28,Greenfield,Magee Community Center,41
2015-04-28,Greenfield,Magee Community Center,103
2015-04-28,Greenfield,Magee Community Center,87
2015-04-28,Greenfield,Magee Community Center,23
2015-04-28,Greenfield,Magee Community Center,226
2015-04-28,Greenfield,Magee Community Center,75
2015-04-28,Greenfield,Magee Community Center,29
2015-04-28,Greenfield,Magee Community Center,55
2015-04-27,Greenfield,Magee Community Center,44
2015-04-27,Greenfield,Magee Community Center,32
2015-04-27,Greenfield,Magee Community Center,41
2015-04-27,Greenfield,Magee Community Center,134
2015-04-27,Greenfield,Magee Community Center,156
2015-04-27,Greenfield,Magee Community Center,23
2015-04-27,Greenfield,Magee Community Center,28
2015-04-27,Greenfield,Magee Community Center,11
2015-04-27,Greenfield,Magee Community Center,89
2015-04-27,Greenfield,Magee Community Center,48
2015-04-25,Greenfield,Magee Community Center,1
2015-04-25,Greenfield,Magee Community Center,33
2015-04-25,Greenfield,Magee Community Center,91
2015-04-25,Greenfield,Magee Community Center,32
2015-04-24,Greenfield,Magee Community Center,47
2015-04-24,Greenfield,Magee Community Center,25
2015-04-24,Greenfield,Magee Community Center,60
2015-04-24,Greenfield,Magee Community Center,116
2015-04-24,Greenfield,Magee Community Center,114
2015-04-24,Greenfield,Magee Community Center,32
2015-04-24,Greenfield,Magee Community Center,73
2015-04-24,Greenfield,Magee Community Center,1
2015-04-24,Greenfield,Magee Community Center,75
2015-04-24,Greenfield,Magee Community Center,35
2015-04-23,Greenfield,Magee Community Center,53
2015-04-23,Greenfield,Magee Community Center,39
2015-04-23,Greenfield,Magee Community Center,133
2015-04-23,Greenfield,Magee Community Center,137
2015-04-23,Greenfield,Magee Community Center,24
2015-04-23,Greenfield,Magee Community Center,145
2015-04-23,Greenfield,Magee Community Center,19
2015-04-23,Greenfield,Magee Community Center,69
2015-04-23,Greenfield,Magee Community Center,28
2015-04-23,Greenfield,Magee Community Center,85
2015-04-22,Greenfield,Magee Community Center,47
2015-04-22,Greenfield,Magee Community Center,115
2015-04-22,Greenfield,Magee Community Center,76
2015-04-22,Greenfield,Magee Community Center,181
2015-04-22,Greenfield,Magee Community Center,29
2015-04-22,Greenfield,Magee Community Center,82
2015-04-22,Greenfield,Magee Community Center,19
2015-04-22,Greenfield,Magee Community Center,85
2015-04-22,Greenfield,Magee Community Center,50
2015-04-21,Greenfield,Magee Community Center,43
2015-04-21,Greenfield,Magee Community Center,40
2015-04-21,Greenfield,Magee Community Center,134
2015-04-21,Greenfield,Magee Community Center,128
2015-04-21,Greenfield,Magee Community Center,25
2015-04-21,Greenfield,Magee Community Center,157
2015-04-21,Greenfield,Magee Community Center,5
2015-04-21,Greenfield,Magee Community Center,55
2015-04-21,Greenfield,Magee Community Center,37
2015-04-21,Greenfield,Magee Community Center,79
2015-04-20,Greenfield,Magee Community Center,58
2015-04-20,Greenfield,Magee Community Center,65
2015-04-20,Greenfield,Magee Community Center,78
2015-04-20,Greenfield,Magee Community Center,122
2015-04-20,Greenfield,Magee Community Center,179
2015-04-20,Greenfield,Magee Community Center,23
2015-04-20,Greenfield,Magee Community Center,55
2015-04-20,Greenfield,Magee Community Center,38
2015-04-20,Greenfield,Magee Community Center,78
2015-04-20,Greenfield,Magee Community Center,56
2015-04-18,Greenfield,Magee Community Center,20
2015-04-18,Greenfield,Magee Community Center,187
2015-04-18,Greenfield,Magee Community Center,26
2015-04-18,Greenfield,Magee Community Center,16
2015-04-18,Greenfield,Magee Community Center,40
2015-04-17,Greenfield,Magee Community Center,47
2015-04-17,Greenfield,Magee Community Center,55
2015-04-17,Greenfield,Magee Community Center,36
2015-04-17,Greenfield,Magee Community Center,98
2015-04-17,Greenfield,Magee Community Center,94
2015-04-17,Greenfield,Magee Community Center,41
2015-04-17,Greenfield,Magee Community Center,67
2015-04-17,Greenfield,Magee Community Center,26
2015-04-17,Greenfield,Magee Community Center,57
2015-04-16,Greenfield,Magee Community Center,61
2015-04-16,Greenfield,Magee Community Center,125
2015-04-16,Greenfield,Magee Community Center,93
2015-04-16,Greenfield,Magee Community Center,54
2015-04-16,Greenfield,Magee Community Center,40
2015-04-16,Greenfield,Magee Community Center,170
2015-04-16,Greenfield,Magee Community Center,46
2015-04-16,Greenfield,Magee Community Center,46
2015-04-16,Greenfield,Magee Community Center,59
2015-04-16,Greenfield,Magee Community Center,25
2015-04-15,Greenfield,Magee Community Center,65
2015-04-15,Greenfield,Magee Community Center,18
2015-04-15,Greenfield,Magee Community Center,78
2015-04-15,Greenfield,Magee Community Center,102
2015-04-15,Greenfield,Magee Community Center,214
2015-04-15,Greenfield,Magee Community Center,25
2015-04-15,Greenfield,Magee Community Center,37
2015-04-15,Greenfield,Magee Community Center,44
2015-04-15,Greenfield,Magee Community Center,25
2015-04-15,Greenfield,Magee Community Center,67
2015-04-14,Greenfield,Magee Community Center,11
2015-04-14,Greenfield,Magee Community Center,48
2015-04-14,Greenfield,Magee Community Center,50
2015-04-14,Greenfield,Magee Community Center,49
2015-04-14,Greenfield,Magee Community Center,193
2015-04-14,Greenfield,Magee Community Center,45
2015-04-14,Greenfield,Magee Community Center,23
2015-04-14,Greenfield,Magee Community Center,37
2015-04-14,Greenfield,Magee Community Center,29
2015-04-13,Greenfield,Magee Community Center,82
2015-04-13,Greenfield,Magee Community Center,32
2015-04-13,Greenfield,Magee Community Center,72
2015-04-13,Greenfield,Magee Community Center,253
2015-04-13,Greenfield,Magee Community Center,38
2015-04-13,Greenfield,Magee Community Center,54
2015-04-13,Greenfield,Magee Community Center,29
2015-04-13,Greenfield,Magee Community Center,40
2015-04-13,Greenfield,Magee Community Center,71
2015-04-11,Greenfield,Magee Community Center,13
2015-04-11,Greenfield,Magee Community Center,234
2015-04-11,Greenfield,Magee Community Center,15
2015-04-11,Greenfield,Magee Community Center,49
2015-04-11,Greenfield,Magee Community Center,45
2015-04-10,Greenfield,Magee Community Center,37
2015-04-10,Greenfield,Magee Community Center,40
2015-04-10,Greenfield,Magee Community Center,46
2015-04-10,Greenfield,Magee Community Center,269
2015-04-10,Greenfield,Magee Community Center,44
2015-04-10,Greenfield,Magee Community Center,40
2015-04-10,Greenfield,Magee Community Center,75
2015-04-10,Greenfield,Magee Community Center,17
2015-04-09,Greenfield,Magee Community Center,34
2015-04-09,Greenfield,Magee Community Center,132
2015-04-09,Greenfield,Magee Community Center,66
2015-04-09,Greenfield,Magee Community Center,131
2015-04-09,Greenfield,Magee Community Center,22
2015-04-09,Greenfield,Magee Community Center,217
2015-04-09,Greenfield,Magee Community Center,47
2015-04-09,Greenfield,Magee Community Center,39
2015-04-09,Greenfield,Magee Community Center,53
2015-04-09,Greenfield,Magee Community Center,95
2015-04-08,Greenfield,Magee Community Center,73
2015-04-08,Greenfield,Magee Community Center,54
2015-04-08,Greenfield,Magee Community Center,90
2015-04-08,Greenfield,Magee Community Center,49
2015-04-08,Greenfield,Magee Community Center,184
2015-04-08,Greenfield,Magee Community Center,31
2015-04-08,Greenfield,Magee Community Center,69
2015-04-08,Greenfield,Magee Community Center,42
2015-04-08,Greenfield,Magee Community Center,73
2015-04-08,Greenfield,Magee Community Center,51
2015-04-07,Greenfield,Magee Community Center,6
2015-04-07,Greenfield,Magee Community Center,85
2015-04-07,Greenfield,Magee Community Center,50
2015-04-07,Greenfield,Magee Community Center,131
2015-04-07,Greenfield,Magee Community Center,40
2015-04-07,Greenfield,Magee Community Center,155
2015-04-07,Greenfield,Magee Community Center,56
2015-04-07,Greenfield,Magee Community Center,107
2015-04-06,Greenfield,Magee Community Center,93
2015-04-06,Greenfield,Magee Community Center,79
2015-04-06,Greenfield,Magee Community Center,71
2015-04-06,Greenfield,Magee Community Center,110
2015-04-06,Greenfield,Magee Community Center,221
2015-04-06,Greenfield,Magee Community Center,26
2015-04-06,Greenfield,Magee Community Center,38
2015-04-06,Greenfield,Magee Community Center,57
2015-04-06,Greenfield,Magee Community Center,88
2015-04-06,Greenfield,Magee Community Center,53
2015-04-04,Greenfield,Magee Community Center,22
2015-04-04,Greenfield,Magee Community Center,88
2015-04-04,Greenfield,Magee Community Center,23
2015-04-04,Greenfield,Magee Community Center,21
2015-04-04,Greenfield,Magee Community Center,77
2015-04-02,Greenfield,Magee Community Center,143
2015-04-02,Greenfield,Magee Community Center,37
2015-04-02,Greenfield,Magee Community Center,91
2015-04-02,Greenfield,Magee Community Center,52
2015-04-02,Greenfield,Magee Community Center,90
2015-04-02,Greenfield,Magee Community Center,17
2015-04-02,Greenfield,Magee Community Center,24
2015-04-02,Greenfield,Magee Community Center,80
2015-04-02,Greenfield,Magee Community Center,73
